,,song,singer,urls
1998,37,I Want You Back,'N Sync,https://www.youtube.com/watch?v=is6gtilerPk
1998,38,When the Lights Go Out,Five,https://www.youtube.com/watch?v=mpdcKmaHk_s
1998,39,They Don't Know,Jon B.,https://www.youtube.com/watch?v=y5pD4nBabMk
1998,40,Make 'Em Say Uhh!,"Master P,Fiend,Silkk the Shocker,Mia X,Mystikal,",https://www.youtube.com/watch?v=h1fBYUWxaKQ
1998,41,Make It Hot,"Nicole,Missy Elliott,",https://www.youtube.com/watch?v=nLGnEJvtwHE
1998,42,Never Ever,All Saints,https://www.youtube.com/watch?v=nPXqkjpXZ_k
1998,43,I Get Lonely,"Janet,Blackstreet,",https://www.youtube.com/watch?v=_jMXyDB0Tso
1998,44,Feel So Good,Mase,https://www.youtube.com/watch?v=0CuO2ZpqkBM
1998,45,Say It,Voices of Theory,https://www.youtube.com/watch?v=orx1-cR-l38
1998,46,Kiss the Rain,Billie Myers,https://www.youtube.com/watch?v=Kq-r4ZUpels
1998,47,Come with Me,"Puff Daddy,Jimmy Page,",https://www.youtube.com/watch?v=vrSyrOaoAug
1998,48,Romeo and Juliet,Sylk-E. Fyne,https://www.youtube.com/watch?v=28R3WMZOvuo
1998,49,It's All About Me,"Mýa,Sisqo,",https://www.youtube.com/watch?v=WzfLg2Bwk4I
1998,50,I Will Come to You,Hanson,https://www.youtube.com/watch?v=1rsWf09_PmI
1999,1,Believe,Cher,https://www.youtube.com/watch?v=f4i2EUZWQnM
1999,2,No Scrubs,TLC,https://www.youtube.com/watch?v=FrLequ6dUdM
1999,3,Angel of Mine,Monica,https://www.youtube.com/watch?v=3eOuK-pYhy4
1999,4,Heartbreak Hotel,"Whitney Houston,Faith Evans,Kelly Price,",https://www.youtube.com/watch?v=xEmdW3_bi4c
1999,5,...Baby One More Time,Britney Spears,https://www.youtube.com/watch?v=C-u5WLJ9Yk4
1999,6,Kiss Me,Sixpence None the Richer,https://www.youtube.com/watch?v=hII0JXUJNDo
1999,7,Genie in a Bottle,Christina Aguilera,https://www.youtube.com/watch?v=kIDWgqDBNXA
1999,8,Every Morning,Sugar Ray,https://www.youtube.com/watch?v=aAboC8Vn-t0
1999,9,Nobody's Supposed to Be Here,Deborah Cox,https://www.youtube.com/watch?v=H947PtHmh0Y
1999,10,Livin' la Vida Loca,Ricky Martin,https://www.youtube.com/watch?v=p47fEXGabaY
1999,11,Where My Girls At?,702,https://www.youtube.com/watch?v=3lO5eGEnyRA
1999,12,If You Had My Love,Jennifer Lopez,https://www.youtube.com/watch?v=lYfkl-HXfuU
1999,13,Slide,Goo Goo Dolls,https://www.youtube.com/watch?v=1I1AGPCrdDU
1999,14,Have You Ever?,Brandy,https://www.youtube.com/watch?v=Xkj1An6Wnec
1999,15,I Want It That Way,Backstreet Boys,https://www.youtube.com/watch?v=4fndeDfaWCg
1999,16,I'm Your Angel,"R. Kelly,Celine Dion,",https://www.youtube.com/watch?v=e0z7PyuipBA
1999,17,All Star,Smash Mouth,https://www.youtube.com/watch?v=8ay_BkRuv-o
1999,18,Angel,Sarah McLachlan,https://www.youtube.com/watch?v=PVp4kXAVW7k
1999,19,Smooth,"Santana,Rob Thomas,",https://www.youtube.com/watch?v=6Whgn_iE5uc
1999,20,Unpretty,TLC,https://www.youtube.com/watch?v=g2gy1Evb1Kg
1999,21,"Bills, Bills, Bills",Destiny's Child,https://www.youtube.com/watch?v=NiF6-0UTqtc
1999,22,Save Tonight,Eagle-Eye Cherry,https://www.youtube.com/watch?v=Nntd2fgMUYw
1999,23,Last Kiss,Pearl Jam,https://www.youtube.com/watch?v=tNDWJ_KDkAc
1999,24,Fortunate,Maxwell,https://www.youtube.com/watch?v=DroSaIwIlzw
1999,25,All I Have to Give,Backstreet Boys,https://www.youtube.com/watch?v=pj6FCKm8dhM
1999,26,Bailamos,Enrique Iglesias,https://www.youtube.com/watch?v=5sye_VxmNZA
1999,27,What's It Gonna Be?!,"Busta Rhymes,Janet,",https://www.youtube.com/watch?v=hUxN0K1ykNo
1999,28,What It's Like,Everlast,https://www.youtube.com/watch?v=WXF-s-v7Gms
1999,29,Fly Away,Lenny Kravitz,https://www.youtube.com/watch?v=EvuL5jyCHOw
1999,30,Someday,Sugar Ray,https://www.youtube.com/watch?v=dPcX-5Tmqt8
1999,31,Lately,Divine,https://www.youtube.com/watch?v=0uOzZRgJsX8
1999,32,That Don't Impress Me Much,Shania Twain,https://www.youtube.com/watch?v=1Rv0aco8Hm0
1999,33,Wild Wild West,"Will Smith,Dru Hill,Kool Moe Dee,",https://www.youtube.com/watch?v=_zXKtfKnfT8
1999,34,Scar Tissue,Red Hot Chili Peppers,https://www.youtube.com/watch?v=mzJj5-lubeM
1999,35,Heartbreaker,"Mariah Carey,Jay-Z,",https://www.youtube.com/watch?v=kMCGvtlL4fw
1999,36,I Still Believe,Mariah Carey,https://www.youtube.com/watch?v=OAZG2duVte4
1999,37,The Hardest Thing,98 Degrees,https://www.youtube.com/watch?v=ZzTNsFcbdmI
1999,38,Summer Girls,LFO,https://www.youtube.com/watch?v=NHuGG_FsC20
1999,39,Can I Get A...,"Jay-Z,Amil,Ja Rule,",https://www.youtube.com/watch?v=rblt2EtFfC4
1999,40,Jumper,Third Eye Blind,https://www.youtube.com/watch?v=gRYZijLZR-Q
1999,41,Doo Wop (That Thing),Lauryn Hill,https://www.youtube.com/watch?v=S9lY1NMXBcE
1999,42,Mambo No. 5,Lou Bega,https://www.youtube.com/watch?v=EK_LN3XEcnw
1999,43,Sweet Lady,Tyrese,https://www.youtube.com/watch?v=gSlLFx2U4qo
1999,44,It's Not Right but It's Okay,Whitney Houston,https://www.youtube.com/watch?v=6J538b-OLRU
1999,45,(God Must Have Spent) A Little More Time on You,'N Sync,https://www.youtube.com/watch?v=-fxh7jAJR8U
1999,46,Lullaby,Shawn Mullins,https://www.youtube.com/watch?v=hG9C0VwruXE
1999,47,Anywhere,"112,Lil Zane,",https://www.youtube.com/watch?v=ejtzsZq7A44
1999,48,Tell Me It's Real,K-Ci & JoJo,https://www.youtube.com/watch?v=41GHAV-HG4U
1999,49,Back 2 Good,Matchbox 20,https://www.youtube.com/watch?v=2X5Dr-uFVGw
1999,50,808,Blaque,https://www.youtube.com/watch?v=AmEO4Qp2mFw
2000,1,Breathe,Faith Hill,https://www.youtube.com/watch?v=yCmsZUN4r_s
2000,2,Smooth,"Santana,Rob Thomas,",https://www.youtube.com/watch?v=6Whgn_iE5uc
2000,3,Maria Maria,"Santana,The Product G&B,",https://www.youtube.com/watch?v=nPLV7lGbmT4
2000,4,I Wanna Know,Joe,https://www.youtube.com/watch?v=dJ8VjyPw0qY
2000,5,Everything You Want,Vertical Horizon,https://www.youtube.com/watch?v=rZoD8JEFjAE
2000,6,Say My Name,Destiny's Child,https://www.youtube.com/watch?v=sQgd6MccwZc
2000,7,I Knew I Loved You,Savage Garden,https://www.youtube.com/watch?v=jjnmICxvoVY
2000,8,Amazed,Lonestar,https://www.youtube.com/watch?v=x-skFgrV59A
2000,9,Bent,Matchbox Twenty,https://www.youtube.com/watch?v=969RAKkYESU
2000,10,He Wasn't Man Enough,Toni Braxton,https://www.youtube.com/watch?v=9_hKXk2qSuw
2000,11,Higher,Creed,https://www.youtube.com/watch?v=BSlUldvRqwE
2000,12,Try Again,Aaliyah,https://www.youtube.com/watch?v=g72lgml-bIE
2000,13,"Jumpin', Jumpin'",Destiny's Child,https://www.youtube.com/watch?v=Vjw92oUduEM
2000,14,Thong Song,Sisqó,https://www.youtube.com/watch?v=Oai1V7kaFBk
2000,15,Kryptonite,3 Doors Down,https://www.youtube.com/watch?v=xPU8OAjjS4k
2000,16,There You Go,Pink,https://www.youtube.com/watch?v=66LnhtnSoKc
2000,17,Music,Madonna,https://www.youtube.com/watch?v=O9olMwwIGbc
2000,18,Doesn't Really Matter,Janet Jackson,https://www.youtube.com/watch?v=ZGo4WebNIjM
2000,19,What a Girl Wants,Christina Aguilera,https://www.youtube.com/watch?v=hpspGHeLOPE
2000,20,Back at One,Brian McKnight,https://www.youtube.com/watch?v=rXPfovXw2tw
2000,21,Bye Bye Bye,'N Sync,https://www.youtube.com/watch?v=Eo-KmOd3i7s
2000,22,You Sang to Me,Marc Anthony,https://www.youtube.com/watch?v=MY4YJxn-9Og
2000,23,I Need to Know,Marc Anthony,https://www.youtube.com/watch?v=v3hWrbXyAKg
2000,24,Get It On Tonite,Montell Jordan,https://www.youtube.com/watch?v=k_C_nhzdNFI
2000,25,Incomplete,Sisqó,https://www.youtube.com/watch?v=Z6qqS9mbdY4
2000,26,I Try,Macy Gray,https://www.youtube.com/watch?v=WEQ0l_m3Xm0
2000,27,It's Gonna Be Me,'N Sync,https://www.youtube.com/watch?v=GQMlWwIXg3M
2000,28,That's the Way It Is,Celine Dion,https://www.youtube.com/watch?v=T6wbugWrfLU
2000,29,Country Grammar (Hot Shit),Nelly,https://www.youtube.com/watch?v=Y5qKNlcUwKs
2000,30,Bring It All to Me,Blaque,https://www.youtube.com/watch?v=h4mjAOgHLvU
2000,31,Show Me the Meaning of Being Lonely,Backstreet Boys,https://www.youtube.com/watch?v=aBt8fN7mJNg
2000,32,Hot Boyz,"Missy Elliott,Nas,Eve,Q-Tip,",https://www.youtube.com/watch?v=FRkev5Aooms
2000,33,Back Here,BBMak,https://www.youtube.com/watch?v=CbGegNlgJdE
2000,34,It Feels So Good,Sonique,https://www.youtube.com/watch?v=zns8Y8phigk
2000,35,Absolutely (Story of a Girl),Nine Days,https://www.youtube.com/watch?v=ZIANBamMgas
2000,36,With Arms Wide Open,Creed,https://www.youtube.com/watch?v=99j0zLuNhi8
2000,37,Be with You,Enrique Iglesias,https://www.youtube.com/watch?v=yYedTpODkx8
2000,38,Come On Over Baby (All I Want Is You),Christina Aguilera,https://www.youtube.com/watch?v=0RQDIJ2CvbA
2000,39,No More,Ruff Endz,https://www.youtube.com/watch?v=6TLxUAa3lb0
2000,40,All the Small Things,Blink 182,https://www.youtube.com/watch?v=9Ht5RZpzPqw
2000,41,The Way You Love Me,Faith Hill,https://www.youtube.com/watch?v=o8EamHKpdrM
2000,42,I Turn to You,Christina Aguilera,https://www.youtube.com/watch?v=8E7yYNGIKvk
2000,43,Never Let You Go,Third Eye Blind,https://www.youtube.com/watch?v=gl-JGJp-_CM
2000,44,I Need You,LeAnn Rimes,https://www.youtube.com/watch?v=AA_5sLaTErQ
2000,45,Thank God I Found You,"Mariah Carey,Joe,98 Degrees,",https://www.youtube.com/watch?v=7KVxjQUCyn0
2000,46,Let's Get Married,Jagged Edge,https://www.youtube.com/watch?v=9XwPCVvMcuE
2000,47,My Love Is Your Love,Whitney Houston,https://www.youtube.com/watch?v=kxZD0VQvfqU
2000,48,Then the Morning Comes,Smash Mouth,https://www.youtube.com/watch?v=cB9JJIoAdYM
2000,49,Blue (Da Ba Dee),Eiffel 65,https://www.youtube.com/watch?v=l2N0i7dt8qw
2000,50,Desert Rose,"Sting,Cheb Mami,",https://www.youtube.com/watch?v=C3lWwBslWqg
2001,1,Hanging by a Moment,Lifehouse,https://www.youtube.com/watch?v=tPnK39ax_AM
2001,2,Fallin',Alicia Keys,https://www.youtube.com/watch?v=Urdlvw0SSEc
2001,3,All for You,Janet Jackson,https://www.youtube.com/watch?v=J551f-TyqjY
2001,4,Drops of Jupiter (Tell Me),Train,https://www.youtube.com/watch?v=7Xf-Lesrkuc
2001,5,I'm Real,"Jennifer Lopez,Ja Rule,",https://www.youtube.com/watch?v=Sjx9oSJDAVQ
2001,6,If You're Gone,Matchbox Twenty,https://www.youtube.com/watch?v=clKAdQnwJ7A
2001,7,Let Me Blow Ya Mind,"Eve,Gwen Stefani,",https://www.youtube.com/watch?v=Wt88GMJmVk0
2001,8,Thank You,Dido,https://www.youtube.com/watch?v=1TO48Cnl66w
2001,9,Again,Lenny Kravitz,https://www.youtube.com/watch?v=eW2qlKa6oHw
2001,10,Independent Women Part I,Destiny's Child,https://www.youtube.com/watch?v=0lPQZni7I18
2001,11,Hit 'Em Up Style (Oops!),Blu Cantrell,https://www.youtube.com/watch?v=LMOKlXfXn50
2001,12,It Wasn't Me,"Shaggy,Rikrok,",https://www.youtube.com/watch?v=KJ_8tCd4mAw
2001,13,Stutter,"Joe,Mystikal,",https://www.youtube.com/watch?v=eGY_Qqr2Lm0
2001,14,It's Been Awhile,Staind,https://www.youtube.com/watch?v=araU0fZj6oQ
2001,15,U Remind Me,Usher,https://www.youtube.com/watch?v=Bxau9B3jOHM
2001,16,Where the Party At,"Jagged Edge,Nelly,",https://www.youtube.com/watch?v=9UCY_U4QwqI
2001,17,Angel,"Shaggy,Rayvon,",https://www.youtube.com/watch?v=XWJrPzAUzAs
2001,18,Ride wit Me,"Nelly,City Spud,",https://www.youtube.com/watch?v=RtSDWq6HsJE
2001,19,Follow Me,Uncle Kracker,https://www.youtube.com/watch?v=0Gjx-ZQuQ_Y
2001,20,Peaches & Cream,112,https://www.youtube.com/watch?v=tQ0yjYUFKAE
2001,21,Drive,Incubus,https://www.youtube.com/watch?v=fgT9zGkiLig
2001,22,What Would You Do?,City High,https://www.youtube.com/watch?v=LahcSFleKm8
2001,23,Survivor,Destiny's Child,https://www.youtube.com/watch?v=Wmc8bQoL-J0
2001,24,Lady Marmalade,"Christina Aguilera,Lil' Kim,Mýa,Pink,",https://www.youtube.com/watch?v=RQa7SvVCdZk
2001,25,Ms. Jackson,Outkast,https://www.youtube.com/watch?v=MYxAiK6VnXw
2001,26,Love Don't Cost a Thing,Jennifer Lopez,https://www.youtube.com/watch?v=4kGvlESGvbs
2001,27,The Way You Love Me,Faith Hill,https://www.youtube.com/watch?v=o8EamHKpdrM
2001,28,He Loves U Not,Dream,https://www.youtube.com/watch?v=IDjI3SD4Cr4
2001,29,Butterfly,Crazy Town,https://www.youtube.com/watch?v=6FEDrU85FLE
2001,30,Put It on Me,"Ja Rule,Lil' Mo,Vita,",https://www.youtube.com/watch?v=LdnF2t7Cgc0
2001,31,Family Affair,Mary J. Blige,https://www.youtube.com/watch?v=znlFu_lemsU
2001,32,I Hope You Dance,Lee Ann Womack,https://www.youtube.com/watch?v=RV-Z1YwaOiw
2001,33,South Side,"Moby,Gwen Stefani,",https://www.youtube.com/watch?v=GXKg0sNTKXE
2001,34,Don't Tell Me,Madonna,https://www.youtube.com/watch?v=gLFWRDsx5AI
2001,35,Get Ur Freak On,Missy Elliott,https://www.youtube.com/watch?v=FPoKiGQzbSQ
2001,36,Crazy,K-Ci & JoJo,https://www.youtube.com/watch?v=qi-KCd0guJI
2001,37,Fill Me In,Craig David,https://www.youtube.com/watch?v=3imO7PFU5cI
2001,38,Someone to Call My Lover,Janet Jackson,https://www.youtube.com/watch?v=v2xLmhAo4NE
2001,39,With Arms Wide Open,Creed,https://www.youtube.com/watch?v=99j0zLuNhi8
2001,40,Case of the Ex (Whatcha Gonna Do),Mýa,https://www.youtube.com/watch?v=0sq14JocSAs
2001,41,All or Nothing,O-Town,https://www.youtube.com/watch?v=TG8IkUoZ6j0
2001,42,Bootylicious,Destiny's Child,https://www.youtube.com/watch?v=IyYnnUcgeMc
2001,43,I'm Like a Bird,Nelly Furtado,https://www.youtube.com/watch?v=roPQ_M3yJTA
2001,44,Kryptonite,3 Doors Down,https://www.youtube.com/watch?v=b1qlLf_LW6o
2001,45,Fiesta,"R. Kelly,Jay-Z,",https://www.youtube.com/watch?v=zukOi7XUmdY
2001,46,When It's Over,Sugar Ray,https://www.youtube.com/watch?v=xmLv8rfunPo
2001,47,Jaded,Aerosmith,https://www.youtube.com/watch?v=qbexOeoH5hg
2001,48,Promise,Jagged Edge,https://www.youtube.com/watch?v=lXd1GHJPx-A
2001,49,Missing You,Case,https://www.youtube.com/watch?v=MpTJnJwEnE0
2001,50,Differences,Ginuwine,https://www.youtube.com/watch?v=U_90XNCBatY
2002,1,How You Remind Me,Nickelback,https://www.youtube.com/watch?v=1cQh1ccqu8M
2002,2,Foolish,Ashanti,https://www.youtube.com/watch?v=gUPrnu3BEU8
2002,3,Hot in Herre,Nelly,https://www.youtube.com/watch?v=GeZZr_p6vB8
2002,4,Dilemma,"Nelly,Kelly Rowland,",https://www.youtube.com/watch?v=8WYHDfJDPDc
2002,5,Wherever You Will Go,The Calling,https://www.youtube.com/watch?v=iAP9AF6DCu4
2002,6,A Thousand Miles,Vanessa Carlton,https://www.youtube.com/watch?v=Cwkej79U3ek
2002,7,In the End,Linkin Park,https://www.youtube.com/watch?v=eVTXPUF4Oz4
2002,8,What's Luv?,"Fat Joe,Ashanti,",https://www.youtube.com/watch?v=VpvyG2NrS1Y
2002,9,U Got It Bad,Usher,https://www.youtube.com/watch?v=o3IWTfcks4k
2002,10,Blurry,Puddle of Mudd,https://www.youtube.com/watch?v=5RisBAkC0x8
2002,11,Complicated,Avril Lavigne,https://www.youtube.com/watch?v=5NPBIwQyPWE
2002,12,Always on Time,"Ja Rule,Ashanti,",https://www.youtube.com/watch?v=0tcDXJfAFVw
2002,13,Ain't It Funny (Murder Remix),"Jennifer Lopez,Ja Rule,",https://www.youtube.com/watch?v=s0Vq5mNm4_E
2002,14,The Middle,Jimmy Eat World,https://www.youtube.com/watch?v=oKsxPW6i3pM
2002,15,I Need a Girl (Part One),"P. Diddy,Usher,Loon,",https://www.youtube.com/watch?v=zXYb1OMhwBA
2002,16,U Don't Have to Call,Usher,https://www.youtube.com/watch?v=3AszPTJXIgM
2002,17,Family Affair,Mary J. Blige,https://www.youtube.com/watch?v=znlFu_lemsU
2002,18,I Need a Girl (Part Two),"P. Diddy,Ginuwine,Loon,Mario Winans,",https://www.youtube.com/watch?v=zGUttrXgzLI
2002,19,Gangsta Lovin',"Eve,Alicia Keys,",https://www.youtube.com/watch?v=aNI8XFEAyI0
2002,20,My Sacrifice,Creed,https://www.youtube.com/watch?v=O-fyNgHdmLI
2002,21,Without Me,Eminem,https://www.youtube.com/watch?v=YVkUvmDQ3HY
2002,22,Hero,Enrique Iglesias,https://www.youtube.com/watch?v=TmSRMWw8Y_0
2002,23,All You Wanted,Michelle Branch,https://www.youtube.com/watch?v=Cbo2n2MzxxE
2002,24,Get the Party Started,Pink,https://www.youtube.com/watch?v=mW1dbiD_zDk
2002,25,Hero,"Chad Kroeger,Josey Scott,",https://www.youtube.com/watch?v=TmSRMWw8Y_0
2002,26,Wasting My Time,Default,https://www.youtube.com/watch?v=UAocvKHUidg
2002,27,One Last Breath,Creed,https://www.youtube.com/watch?v=qnkuBUAwfe0
2002,28,"Whenever, Wherever",Shakira,https://www.youtube.com/watch?v=weRHyjj34ZE
2002,29,I'm Gonna Be Alright,"Jennifer Lopez,Nas,",https://www.youtube.com/watch?v=LzX23qVqyJg
2002,30,Oh Boy,"Cam'ron,Juelz Santana,",https://www.youtube.com/watch?v=9GvB9ySUJ3A
2002,31,Heaven,"DJ Sammy,Yanou,Do,",https://www.youtube.com/watch?v=ihrwoLHzxTQ
2002,32,Hey Baby,"No Doubt,Bounty Killer,",https://www.youtube.com/watch?v=wt1YkGO2Ieo
2002,33,Girlfriend,"'N Sync,Nelly,",https://www.youtube.com/watch?v=saxnXiBKEaY
2002,34,Just a Friend 2002,Mario,https://www.youtube.com/watch?v=q4BTLoHSGMk
2002,35,Soak Up the Sun,Sheryl Crow,https://www.youtube.com/watch?v=KIYiGA_rIls
2002,36,Don't Let Me Get Me,Pink,https://www.youtube.com/watch?v=asaCQOZpqUQ
2002,37,Nothin',N.O.R.E.,https://www.youtube.com/watch?v=sul16s0VSzs
2002,38,Oops (Oh My),"Tweet,Missy Elliott,",https://www.youtube.com/watch?v=P5rqNyulfsQ
2002,39,A Moment Like This,Kelly Clarkson,https://www.youtube.com/watch?v=S7b8ADhadJU
2002,40,Addictive,"Truth Hurts,Rakim,",https://www.youtube.com/watch?v=uU3WXUWpa6I
2002,41,Happy,Ashanti,https://www.youtube.com/watch?v=MrCsubL_OSQ
2002,42,No Such Thing,John Mayer,https://www.youtube.com/watch?v=H1W2UddURXI
2002,43,Just Like a Pill,Pink,https://www.youtube.com/watch?v=JDKGWaCglRM
2002,44,Down 4 U,"Ja Rule,Ashanti,Charli Baltimore,",https://www.youtube.com/watch?v=6Y7VUsek7PI
2002,45,Can't Get You Out of My Head,Kylie Minogue,https://www.youtube.com/watch?v=c18441Eh_WE
2002,46,Superman (It's Not Easy),Five for Fighting,https://www.youtube.com/watch?v=GRz4FY0ZcwI
2002,47,Cleanin' Out My Closet,Eminem,https://www.youtube.com/watch?v=RQ9_TKayu9s
2002,48,Halfcrazy,Musiq Soulchild,https://www.youtube.com/watch?v=IP4V3TTC3fw
2002,49,"Lights, Camera, Action!",Mr. Cheeks,https://www.youtube.com/watch?v=wbdWen2_ZeY
2002,50,Still Fly,Big Tymers,https://www.youtube.com/watch?v=9iCd6UHR-3I
2003,1,In da Club,50 Cent,https://www.youtube.com/watch?v=5qm8PH4xAss
2003,2,Ignition,R. Kelly,https://www.youtube.com/watch?v=ksB-2ZhNXBE
2003,3,Get Busy,Sean Paul,https://www.youtube.com/watch?v=oPQ3o14ksaM
2003,4,Crazy in Love,"Beyoncé,Jay-Z,",https://www.youtube.com/watch?v=ViwtNLUqkMY
2003,5,When I'm Gone,3 Doors Down,https://www.youtube.com/watch?v=pFq1eT9tMJ4
2003,6,Unwell,Matchbox Twenty,https://www.youtube.com/watch?v=WziA88-n02k
2003,7,Right Thurr,Chingy,https://www.youtube.com/watch?v=iO476kD-k0g
2003,8,Miss You,Aaliyah,https://www.youtube.com/watch?v=s1tAYmMjLdY
2003,9,Picture,"Kid Rock,Sheryl Crow,",https://www.youtube.com/watch?v=8XmUHnBlf48
2003,10,Bring Me to Life,"Evanescence,Paul McCoy,",https://www.youtube.com/watch?v=3YxaaGgTQYM
2003,11,Get Low,"Lil Jon & The East Side Boyz,Ying Yang Twins,",https://www.youtube.com/watch?v=IYH7_GzP4Tg
2003,12,Baby Boy,"Beyoncé,Sean Paul,",https://www.youtube.com/watch?v=8ucz_pm3LX8
2003,13,Shake Ya Tailfeather,"Nelly,P. Diddy,Murphy Lee,",https://www.youtube.com/watch?v=bG7DBO0k5lA
2003,14,21 Questions,"50 Cent,Nate Dogg,",https://www.youtube.com/watch?v=cDMhlvbOFaM
2003,15,All I Have,"Jennifer Lopez,LL Cool J,",https://www.youtube.com/watch?v=yeSJ2YdhG5k
2003,16,Beautiful,Christina Aguilera,https://www.youtube.com/watch?v=_FE194VN6c4
2003,17,I Know What You Want,"Busta Rhymes,Mariah Carey,",https://www.youtube.com/watch?v=WDaNJW_jEBo
2003,18,I'm with You,Avril Lavigne,https://www.youtube.com/watch?v=dGR65RWwzg8
2003,19,Drift Away,"Uncle Kracker,Dobie Gray,",https://www.youtube.com/watch?v=A69BertdSt4
2003,20,Magic Stick,"Lil' Kim,50 Cent,",https://www.youtube.com/watch?v=8QF6j1iEYts
2003,21,P.I.M.P.,50 Cent,https://www.youtube.com/watch?v=UDApZhXTpH8
2003,22,"Bump, Bump, Bump","B2K,P. Diddy,",https://www.youtube.com/watch?v=CgiX53hjAPc
2003,23,Into You,"Fabolous,Tamia,",https://www.youtube.com/watch?v=WY85QiFbfdY
2003,24,Can't Let You Go,"Fabolous,Lil' Mo,",https://www.youtube.com/watch?v=z4gXkpt6jPE
2003,25,Mesmerize,"Ja Rule,Ashanti,",https://www.youtube.com/watch?v=VcP96KbFIIU
2003,26,Where Is the Love?,Black Eyed Peas,https://www.youtube.com/watch?v=WpYeekQkAdc
2003,27,The Game of Love,"Santana,Michelle Branch,",https://www.youtube.com/watch?v=HKLnmMacEB4
2003,28,Lose Yourself,Eminem,https://www.youtube.com/watch?v=klUAGK9Z-dg
2003,29,Rock wit U (Awww Baby),Ashanti,https://www.youtube.com/watch?v=o4_DFoOtvfA
2003,30,Cry Me a River,Justin Timberlake,https://www.youtube.com/watch?v=DksSPZTZES0
2003,31,How You Gonna Act Like That,Tyrese,https://www.youtube.com/watch?v=y3HbIHGnSR4
2003,32,Rock Your Body,Justin Timberlake,https://www.youtube.com/watch?v=TSVHoHyErBQ
2003,33,No Letting Go,Wayne Wonder,https://www.youtube.com/watch?v=CvJi8INoyUw
2003,34,Frontin',"Pharrell,Jay-Z,",https://www.youtube.com/watch?v=LOtkH5amC7s
2003,35,Landslide,Dixie Chicks,https://www.youtube.com/watch?v=J4_wXPZ1Bnk
2003,36,Work It,Missy Elliott,https://www.youtube.com/watch?v=cjIvu7e6Wq8
2003,37,'03 Bonnie & Clyde,"Jay-Z,Beyoncé,",https://www.youtube.com/watch?v=hl5t3TyP8aY
2003,38,Don't Mess with My Man,"Nivea,Jagged Edge,",https://www.youtube.com/watch?v=zjCBO_2csIE
2003,39,So Gone,Monica,https://www.youtube.com/watch?v=UE6zfOuYfVI
2003,40,Air Force Ones,"Nelly,St. Lunatics,",https://www.youtube.com/watch?v=BfzsMQGqrt0
2003,41,"Never Leave You (Uh Oooh, Uh Oooh)",Lumidee,https://www.youtube.com/watch?v=QhKj93rPIDo
2003,42,Beautiful,"Snoop Dogg,Pharrell,Charlie Wilson,",https://www.youtube.com/watch?v=_FE194VN6c4
2003,43,Gossip Folks,"Missy Elliott,Ludacris,",https://www.youtube.com/watch?v=kYKI8tAELXY
2003,44,Miss Independent,Kelly Clarkson,https://www.youtube.com/watch?v=dS1ZW0FdoIU
2003,45,Calling All Angels,Train,https://www.youtube.com/watch?v=TaG9SDxwPBg
2003,46,Damn!,"YoungBloodZ,Lil Jon,",https://www.youtube.com/watch?v=-ro8eaplsV8
2003,47,This Is the Night,Clay Aiken,https://www.youtube.com/watch?v=Xi9G5-JNlnw
2003,48,Your Body Is a Wonderland,John Mayer,https://www.youtube.com/watch?v=N5EnGwXV_Pg
2003,49,Headstrong,Trapt,https://www.youtube.com/watch?v=HTvu1Yr3Ohk
2003,50,In Those Jeans,Ginuwine,https://www.youtube.com/watch?v=53JQz0ON--o
2004,1,Yeah!,"Usher,Lil Jon,Ludacris,",https://www.youtube.com/watch?v=GxBSyx85Kp8
2004,2,Burn,Usher,https://www.youtube.com/watch?v=t5XNWFw5HVw
2004,3,If I Ain't Got You,Alicia Keys,https://www.youtube.com/watch?v=Ju8Hr50Ckwk
2004,4,This Love,Maroon 5,https://www.youtube.com/watch?v=XPpTgCho5ZA
2004,5,The Way You Move,"OutKast,Sleepy Brown,",https://www.youtube.com/watch?v=xI5NQ-0Ubfs
2004,6,The Reason,Hoobastank,https://www.youtube.com/watch?v=fV4DiAyExN0
2004,7,I Don't Wanna Know,"Mario Winans,Enya,P. Diddy,",https://www.youtube.com/watch?v=KCHgxoXv4g4
2004,8,Hey Ya!,OutKast,https://www.youtube.com/watch?v=PWgvGjAhvIw
2004,9,Goodies,"Ciara,Petey Pablo,",https://www.youtube.com/watch?v=YtC92pzp5vw
2004,10,Lean Back,"Terror Squad,Fat Joe,Remy Ma,",https://www.youtube.com/watch?v=ajmI1P3r1w4
2004,11,Tipsy,J-Kwon,https://www.youtube.com/watch?v=VwXeN2FsE7w
2004,12,Confessions Part II,Usher,https://www.youtube.com/watch?v=5Sy19X0xxrM
2004,13,Slow Motion,"Juvenile,Soulja Slim,",https://www.youtube.com/watch?v=-0llNuv3L4k
2004,14,Freek-a-Leek,Petey Pablo,https://www.youtube.com/watch?v=M48nlk-1kH8
2004,15,Here Without You,3 Doors Down,https://www.youtube.com/watch?v=kPBzTxZQG5Q
2004,16,Slow Jamz,"Twista,Kanye West,Jamie Foxx,",https://www.youtube.com/watch?v=h_yJIlzvK0o
2004,17,Someday,Nickelback,https://www.youtube.com/watch?v=lIVEbx8R1K8
2004,18,Naughty Girl,Beyoncé,https://www.youtube.com/watch?v=RZuJ_OHBN78
2004,19,My Immortal,Evanescence,https://www.youtube.com/watch?v=5anLPw0Efmo
